"GEO_ID","NAME","B01001B_001E","B01001B_001M","B01001B_002E","B01001B_002M","B01001B_003E","B01001B_003M","B01001B_004E","B01001B_004M","B01001B_005E","B01001B_005M","B01001B_006E","B01001B_006M","B01001B_007E","B01001B_007M","B01001B_008E","B01001B_008M","B01001B_009E","B01001B_009M","B01001B_010E","B01001B_010M","B01001B_011E","B01001B_011M","B01001B_012E","B01001B_012M","B01001B_013E","B01001B_013M","B01001B_014E","B01001B_014M","B01001B_015E","B01001B_015M","B01001B_016E","B01001B_016M","B01001B_017E","B01001B_017M","B01001B_018E","B01001B_018M","B01001B_019E","B01001B_019M","B01001B_020E","B01001B_020M","B01001B_021E","B01001B_021M","B01001B_022E","B01001B_022M","B01001B_023E","B01001B_023M","B01001B_024E","B01001B_024M","B01001B_025E","B01001B_025M","B01001B_026E","B01001B_026M","B01001B_027E","B01001B_027M","B01001B_028E","B01001B_028M","B01001B_029E","B01001B_029M","B01001B_030E","B01001B_030M","B01001B_031E","B01001B_031M"
"310M400US11500","Anniston-Oxford-Jacksonville, AL Metro Area","24737","642","11533","761","1105","452","740","399","811","392","436","303","594","339","967","339","975","74","1115","522","1294","518","962","340","1260","181","882","303","226","265","166","179","13204","684","738","455","709","451","1083","461","617","299","137","238","1232","632","1207","596","1476","732","1301","654","1206","336","1706","130","1172","387","287","200","333","375"
"310M400US12300","Augusta-Waterville, ME Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US26580","Huntington-Ashland, WV-KY-OH Metro Area","9257","1553","5473","1088","0","198","534","400","334","230","436","363","70","110","185","145","412","323","603","562","673","414","814","477","952","698","304","207","68","91","88","144","3784","1020","512","432","26","51","514","237","7","14","0","198","411","290","368","378","279","207","93","156","623","460","357","222","331","260","263","344","0","198"
"310M400US39300","Providence-Warwick, RI-MA Metro Area","95811","4842","49676","3011","3901","961","3432","1140","4326","1095","1777","575","3350","689","4065","696","4331","1056","3491","443","7508","1091","5183","977","4836","704","2821","496","644","239","11","25","46135","3013","3253","723","3770","1171","3587","942","2764","682","1547","633","3977","1012","3970","679","2914","537","6722","854","5107","637","4743","565","2093","379","1240","384","448","309"
"310M400US39540","Racine, WI Metro Area","23401","1086","11347","927","874","367","866","532","1031","597","903","401","277","224","1363","568","793","529","862","555","1673","487","808","544","956","176","748","155","109","115","84","115","12054","646","1404","343","551","358","1227","468","264","298","390","370","918","364","1090","151","837","653","2394","682","486","264","1300","151","734","310","360","225","99","135"
"310M400US25980","Hinesville, GA Metro Area","25869","2508","12920","1486","878","495","976","594","519","410","316","277","616","519","1734","678","1372","712","729","298","1884","475","1330","291","2246","374","249","196","67","99","4","9","12949","1678","696","421","831","585","848","491","641","334","566","467","951","629","1027","619","1072","42","1056","292","1981","532","1823","632","801","335","583","387","73","83"
"310M400US38660","Ponce, PR Metro Area","17733","3268","10210","1767","332","437","160","189","372","262","577","420","378","300","959","578","308","269","330","300","1896","583","1252","463","1424","520","1451","491","484","282","287","242","7523","1881","0","228","651","439","425","290","203","235","195","218","433","301","239","219","207","232","1150","516","839","404","967","441","1240","329","790","395","184","136"
"310M400US25940","Hilton Head Island-Bluffton-Beaufort, SC Metro Area","44084","2178","20050","1606","834","713","2644","533","311","331","416","472","1654","1326","2474","1370","767","572","1259","795","3045","1428","1613","785","2611","447","1369","520","508","494","545","380","24034","1422","1772","628","1726","870","2174","851","744","561","186","159","1802","489","2173","524","1221","691","2940","971","2347","890","3069","432","2435","344","1153","276","292","244"
"310M400US39980","Richmond, IN Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US42620","Searcy, AR Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US48580","Whitewater-Elkhorn, WI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US16180","Carson City, NV Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US30980","Longview, TX Metro Area","38346","1243","19552","1115","1578","637","1461","555","1146","493","746","502","1026","419","2344","890","1555","837","1306","710","2237","706","1978","769","1578","623","1877","427","609","369","111","153","18794","1194","679","575","935","583","1954","542","1038","479","477","425","1193","710","1326","668","1171","748","2248","532","2692","438","2844","339","1556","442","580","361","101","133"
"310M400US39020","Portsmouth, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US40340","Rochester, MN Metro Area","10168","910","5792","805","686","289","587","392","416","374","543","395","17","36","0","147","0","147","703","562","1566","660","631","508","479","309","164","211","0","147","0","147","4376","772","333","214","427","400","445","327","287","314","117","168","531","443","275","402","547","387","576","363","392","282","264","280","0","147","182","265","0","147"
"310M400US41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","49738","2263","26727","1619","1731","709","1821","610","793","502","1020","523","1342","580","1846","540","2830","436","2267","446","3970","382","3348","379","3235","121","1694","206","645","147","185","147","23011","1457","1120","633","1284","470","1470","550","589","456","570","283","2406","593","2266","196","1397","412","2852","352","3134","581","2913","241","1769","211","1044","208","197","209"
"310M400US42700","Sebring, FL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US14540","Bowling Green, KY Metro Area","10127","1922","5500","906","345","321","260","351","177","239","62","97","138","157","1200","710","397","392","800","549","576","395","699","466","321","254","470","346","0","197","55","104","4627","1213","265","301","470","406","125","193","92","148","259","198","727","486","282","285","338","273","464","328","709","478","490","278","353","228","53","93","0","197"
"310M400US40080","Richmond-Berea, KY Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US17980","Columbus, GA-AL Metro Area","127171","3303","61361","1815","4603","1003","4462","1018","4615","1299","2696","335","2513","732","4254","906","5751","808","4998","1131","7164","1019","6591","877","7672","410","4102","383","1448","367","492","296","65810","1982","3783","879","4506","1108","3549","893","2275","663","1795","497","4487","603","6120","650","4121","421","8304","955","9043","988","8723","610","5537","660","2652","666","915","423"
"310M400US10700","Albertville, AL Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US12700","Barnstable Town, MA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US13780","Binghamton, NY Metro Area","11073","1285","5399","871","684","213","530","431","173","172","72","107","835","658","62","76","367","399","580","401","911","425","479","249","581","341","102","114","23","39","0","201","5674","881","278","144","252","260","496","338","414","267","46","66","451","467","784","526","776","373","447","327","389","300","537","269","410","330","366","222","28","47"
"310M400US23180","Frankfort, KY Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US24540","Greeley, CO Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US36780","Oshkosh-Neenah, WI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US43420","Sierra Vista-Douglas, AZ Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US44700","Stockton-Lodi, CA Metro Area","54996","2282","26336","1527","1789","459","2249","670","1961","755","1716","233","721","322","2024","589","1924","590","1580","317","3233","347","3329","288","3150","408","1774","83","524","258","362","258","28660","1218","1873","376","1656","578","2557","797","1427","491","695","372","2097","408","2312","268","1991","254","3489","238","3746","237","3382","454","2229","99","611","322","595","376"
"310M400US24260","Grand Island, NE Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US31340","Lynchburg, VA Metro Area","44367","2436","21101","1830","1004","470","1781","514","1741","825","802","362","708","397","2348","362","1296","348","1397","693","1459","664","3231","808","2930","667","1844","598","560","378","0","206","23266","1408","1032","382","1191","434","1752","557","1115","478","1353","560","2425","549","820","519","1849","679","1716","700","3090","625","2521","482","2128","630","1677","554","597","397"
"310M400US11020","Altoona, PA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US28900","Klamath Falls, OR Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US47220","Vineland-Bridgeton, NJ Metro Area","29550","2049","16253","1419","827","660","804","584","1205","773","754","420","295","283","866","504","2188","495","1738","237","3010","685","1832","495","1503","210","1052","163","88","78","91","116","13297","1202","1201","656","1025","429","797","467","527","342","701","488","1080","572","560","398","996","177","1664","577","1632","484","1504","329","905","120","664","50","41","46"
"310M400US13980","Blacksburg-Christiansburg-Radford, VA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US15380","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area","137375","3108","64396","1643","4918","448","4634","1001","5027","868","3064","461","2522","680","6108","658","5862","429","4347","264","6562","550","7737","473","7540","203","4037","238","1475","432","563","365","72979","2439","4879","1107","4624","1152","4627","1163","2797","356","2450","470","5948","713","5716","910","5198","640","8455","666","8704","545","9341","175","5803","378","2452","492","1985","470"
"310M400US18980","Cullman, AL Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US26090","Holland, MI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US28020","Kalamazoo-Portage, MI Metro Area","30718","2173","16253","1349","956","359","959","474","1188","711","1421","414","490","265","1991","555","1270","293","1086","321","2408","824","1639","563","1545","295","937","236","293","179","70","111","14465","1589","789","393","981","446","851","386","439","325","522","421","2068","543","1306","327","714","383","1855","710","1671","628","1444","487","1302","295","326","262","197","164"
"310M400US36660","Opelousas, LA Micro Area","34064","1778","16473","1045","1590","77","1351","736","1778","736","1086","358","416","368","1284","699","668","485","1368","851","1951","893","1217","490","1931","217","1275","360","509","370","49","67","17591","943","1461","80","1368","622","962","588","476","283","506","404","1148","404","1337","60","1073","593","2205","593","2090","167","2266","217","1569","217","847","216","283","216"
"310M400US37260","Palatka, FL Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US37860","Pensacola-Ferry Pass-Brent, FL Metro Area","82138","3002","41291","2057","3553","1002","2703","1130","3609","1123","1693","163","1704","858","3779","1099","4849","865","1523","740","5802","1327","3870","478","4587","432","1985","254","1479","492","155","122","40847","2310","2881","1374","2375","819","3968","892","1332","455","1417","556","3109","336","3490","818","2692","229","5020","509","4401","601","4995","512","3061","283","1635","316","471","308"
"310M400US38300","Pittsburgh, PA Metro Area","190320","4773","90112","2992","6769","875","6715","1389","6669","1325","3864","536","3290","473","7840","631","8667","1093","6067","669","9637","856","10100","643","10555","530","6264","357","2642","467","1033","428","100208","2876","6039","974","5158","1049","7916","1205","4231","510","2867","333","7466","582","8028","899","6978","853","10531","683","12443","645","13218","476","8471","542","4537","692","2325","553"
"310M400US38860","Portland-South Portland, ME Metro Area","11429","1356","6527","1174","397","372","1347","460","269","349","572","516","11","24","107","115","777","392","505","286","772","269","739","363","784","397","247","211","0","170","0","170","4902","678","112","146","795","794","375","370","381","436","462","509","293","270","65","123","725","679","709","629","598","530","224","196","78","102","85","129","0","170"
"310M400US46340","Tyler, TX Metro Area","39113","2090","18045","1843","1482","145","807","609","1193","644","1206","402","1053","975","1065","738","1571","976","947","727","1750","747","2653","913","2228","228","1387","228","581","170","122","163","21068","717","1150","351","1307","566","1240","637","298","315","733","464","1998","487","1712","161","1115","663","3011","663","2783","228","2697","228","1747","233","478","299","799","299"
"310M400US37620","Parkersburg-Vienna, WV Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US47020","Victoria, TX Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US29340","Lake Charles, LA Metro Area","51649","1221","24403","919","2140","339","1736","558","2014","566","908","644","1323","709","1453","703","2182","217","1399","710","3182","741","2803","173","2781","217","1601","54","799","111","82","111","27246","1123","2305","217","2561","821","1494","754","1460","715","713","614","2102","615","1977","303","1957","217","3084","363","2946","217","3207","190","2062","217","917","366","461","366"
"310M400US19260","Danville, VA Micro Area","31433","1055","14183","827","542","340","1084","408","744","454","428","178","285","246","697","466","1163","598","904","472","1311","387","2290","328","2335","118","1803","185","530","224","67","88","17250","740","1114","342","894","564","654","576","651","228","407","267","1166","429","932","162","657","471","2375","669","1874","295","2988","206","1984","143","1034","205","520","205"
"310M400US28100","Kankakee, IL Metro Area","15976","835","7730","677","837","329","582","388","741","381","375","234","477","323","393","277","398","262","659","314","1157","391","443","305","897","38","436","189","240","187","95","118","8246","503","596","327","712","373","362","253","155","158","203","176","301","287","1231","344","557","315","1014","314","1009","61","1019","190","652","37","204","156","231","156"
"310M400US31940","Marinette, WI-MI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US35380","New Orleans-Metairie, LA Metro Area","448822","5242","208032","2714","16567","1491","14656","2282","16653","2076","9956","980","6205","880","14273","1247","17125","1408","14197","696","23820","1446","24271","1297","26427","866","16346","1309","6093","706","1443","489","240790","3519","13800","1481","12370","1976","19249","2054","9451","875","6683","1084","16469","1553","18293","1397","17772","952","31174","1342","30533","735","32129","598","19885","798","10061","874","2921","819"
"310M400US37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","1285687","9410","595720","5268","39677","2416","44903","3337","48021","3285","26899","1026","17322","1026","48880","2127","52681","1631","39507","1413","72286","1674","74247","1865","69816","1076","38069","841","19204","991","4208","912","689967","5989","43656","2146","43659","3244","45376","3607","27357","1190","17814","1431","47677","1766","55313","1356","49280","1914","83472","1698","90111","1286","86848","1065","56784","788","29718","1588","12902","1688"
"310M400US38340","Pittsfield, MA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US45860","Torrington, CT Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US48020","Watertown-Fort Atkinson, WI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US16620","Charleston, WV Metro Area","13513","1162","7178","980","445","332","443","299","330","224","583","361","106","99","872","408","649","388","146","180","880","476","904","472","1339","388","407","325","74","128","0","201","6335","644","148","147","595","377","237","317","256","255","212","337","190","200","730","422","486","287","921","388","491","337","634","310","801","416","454","410","180","257"
"310M400US13460","Bend-Redmond, OR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US14740","Bremerton-Silverdale, WA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US16740","Charlotte-Concord-Gastonia, NC-SC Metro Area","578901","7955","266835","4618","18201","1278","20848","2331","22139","2033","13127","1222","8963","1457","18249","1542","22901","1505","19024","1378","36321","1493","35582","1489","29206","799","15541","908","4873","913","1860","720","312066","4931","17707","1354","17780","2405","23478","2490","13279","1477","9447","1324","19494","1800","24573","1240","23170","1150","47121","1139","44329","1250","35390","790","23372","748","10112","892","2814","828"
"310M400US31300","Lumberton, NC Micro Area","31788","1008","15025","719","936","89","1236","283","831","289","597","68","675","210","1283","210","1234","292","788","178","1662","210","1732","210","2178","366","1275","210","542","91","56","91","16763","616","1030","210","1270","473","929","290","626","210","820","262","1237","332","1130","210","929","210","1738","94","2111","145","2224","110","1634","210","743","216","342","216"
"310M400US33780","Monroe, MI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","3420991","19473","1578040","10448","104676","3653","96710","4022","108222","4334","68403","1950","46024","2105","114551","3171","141340","2787","116573","2250","204916","4182","208930","3491","193882","2370","108286","1995","52180","2623","13347","1859","1842951","12248","104238","3409","98393","4239","105335","5138","65568","2570","40888","1639","123303","3312","147398","3099","126727","2568","239413","4113","255692","3084","245223","2971","159923","2113","94081","3001","36769","2847"
"310M400US40260","Roanoke Rapids, NC Micro Area","38199","1512","17809","1275","998","619","1668","618","766","413","613","321","192","201","1680","659","1626","752","1302","580","1305","617","2333","578","2523","356","2041","368","585","285","177","241","20390","1239","971","455","1339","374","955","385","645","397","555","593","836","502","1683","722","1193","233","2032","565","2449","472","3466","450","2194","347","1655","482","417","397"
"310M400US42340","Savannah, GA Metro Area","127786","3547","60454","2050","4418","368","4874","1561","4183","1354","2509","280","2313","89","5866","823","5362","368","4337","970","7791","923","6771","544","6068","563","3978","320","1811","226","173","152","67332","2321","3957","592","4495","1011","4533","862","2933","566","2011","514","4803","677","5062","821","5687","435","8917","699","8037","546","7980","409","5470","362","2339","461","1108","441"
"310M400US45300","Tampa-St. Petersburg-Clearwater, FL Metro Area","382296","8807","179348","5165","12768","1507","15702","2082","14576","2253","7671","811","5547","885","13957","1621","15734","901","12900","1105","23235","1394","21595","735","19260","805","10880","592","4607","717","916","431","202948","5320","13409","1344","13244","2269","14582","2322","8055","1166","5397","1180","13620","1483","16771","1325","15438","884","30075","1658","25570","1175","23085","761","14601","636","6475","902","2626","763"
"310M400US10500","Albany, GA Metro Area","81424","2305","37079","1656","2756","743","3777","774","2237","832","1628","232","2457","862","2966","955","2353","641","2563","817","4551","840","3996","351","4192","319","2367","239","750","321","486","223","44345","1297","2301","718","2330","806","3277","633","1662","185","2742","303","4404","405","3122","412","3330","495","5037","420","5079","568","5200","334","3654","290","1166","397","1041","396"
"310M400US33260","Midland, TX Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US12580","Baltimore-Columbia-Towson, MD Metro Area","817688","6628","375700","3873","25513","1634","25331","2519","29737","2500","15841","1083","10747","1136","28954","1197","31500","976","26256","1170","47383","920","48866","640","46364","825","25821","605","10601","871","2786","783","441988","4312","25853","1223","26919","2782","26455","2673","15129","853","10242","827","30684","1236","35083","944","31907","771","58814","1533","59678","703","58566","877","37397","728","17889","1374","7372","1256"
"310M400US14460","Boston-Cambridge-Newton, MA-NH Metro Area","407229","7536","195293","4706","12005","1304","13795","1863","13272","1674","8954","978","6461","1083","16021","1291","19456","1629","16518","1161","27945","1568","21904","1435","21629","1005","11321","547","5099","765","913","473","211936","4994","13116","1474","16436","2442","12249","1722","8235","1043","5634","811","15585","1560","19475","1039","16584","870","27565","1610","27324","1450","24604","798","15096","867","6952","1039","3081","922"
"310M400US14580","Bozeman, MT Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US29380","Lake City, FL Micro Area","11899","1962","6252","684","385","352","0","229","256","297","49","96","512","500","835","569","347","197","338","180","1749","680","482","471","880","267","144","108","275","219","0","229","5647","1649","682","421","613","858","210","312","105","214","61","102","524","397","100","137","508","453","456","410","689","376","834","95","653","221","212","197","0","229"
"310M400US47300","Visalia-Porterville, CA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US48140","Wausau, WI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US48620","Wichita, KS Metro Area","50698","3085","26010","1676","2152","561","2509","752","1864","630","1208","249","827","451","2512","559","2072","330","1893","446","2685","636","3400","801","2772","236","1357","50","362","188","397","188","24688","2143","2311","568","2215","866","2355","855","815","344","382","260","2130","623","1872","290","1655","700","2859","232","2407","327","2950","108","1536","61","651","274","550","274"
"310M400US24060","Glenwood Springs, CO Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US24660","Greensboro-High Point, NC Metro Area","204289","3823","95197","1923","6212","670","6235","1250","7792","1295","4276","364","4159","350","8242","704","8268","507","6181","433","11451","943","12158","596","11026","223","6278","294","2515","401","404","295","109092","2686","5279","611","7159","1437","5999","1193","3334","654","4799","409","9257","850","9449","818","8875","716","13324","952","14541","732","13024","402","8404","497","4115","599","1533","528"
"310M400US34900","Napa, CA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US47940","Waterloo-Cedar Falls, IA Metro Area","14167","857","6473","725","470","300","626","398","677","394","406","317","579","424","580","361","123","152","413","244","980","286","506","302","679","285","228","226","206","245","0","163","7694","667","920","288","723","374","782","521","281","257","612","314","416","267","626","381","885","355","714","337","377","221","881","222","291","187","186","201","0","163"
"310M400US10380","Aguadilla-Isabela, PR Metro Area","10471","2539","5597","1527","162","203","789","558","163","158","80","140","313","285","296","270","170","197","564","444","660","485","444","344","1181","689","433","215","235","184","107","179","4874","1531","88","148","118","176","72","119","82","150","44","77","238","259","1031","833","50","84","1220","693","283","221","796","382","396","302","210","223","246","250"
"310M400US17900","Columbia, SC Metro Area","274865","5984","127160","3757","8524","901","7976","1786","10780","1624","5908","456","5808","931","10327","1694","10662","706","8044","780","15917","951","15786","934","14743","575","8903","735","3449","571","333","294","147705","3153","7969","509","8633","1657","9041","1547","6114","718","4982","591","12762","770","11243","868","9699","621","20140","1166","20206","774","18650","659","11838","689","4304","715","2124","604"
"310M400US23540","Gainesville, FL Metro Area","53517","1834","26028","1139","1848","285","2550","741","1636","564","1610","450","1038","712","1605","903","3901","1152","1759","116","3358","519","1796","517","2688","15","1275","461","762","361","202","329","27489","1460","1722","500","2335","1035","1611","943","640","375","946","580","2146","1400","4147","1870","2057","169","2574","683","2939","36","3144","55","1995","47","858","323","375","299"
