"GEO_ID","NAME","B01001G_001E","B01001G_001M","B01001G_002E","B01001G_002M","B01001G_003E","B01001G_003M","B01001G_004E","B01001G_004M","B01001G_005E","B01001G_005M","B01001G_006E","B01001G_006M","B01001G_007E","B01001G_007M","B01001G_008E","B01001G_008M","B01001G_009E","B01001G_009M","B01001G_010E","B01001G_010M","B01001G_011E","B01001G_011M","B01001G_012E","B01001G_012M","B01001G_013E","B01001G_013M","B01001G_014E","B01001G_014M","B01001G_015E","B01001G_015M","B01001G_016E","B01001G_016M","B01001G_017E","B01001G_017M","B01001G_018E","B01001G_018M","B01001G_019E","B01001G_019M","B01001G_020E","B01001G_020M","B01001G_021E","B01001G_021M","B01001G_022E","B01001G_022M","B01001G_023E","B01001G_023M","B01001G_024E","B01001G_024M","B01001G_025E","B01001G_025M","B01001G_026E","B01001G_026M","B01001G_027E","B01001G_027M","B01001G_028E","B01001G_028M","B01001G_029E","B01001G_029M","B01001G_030E","B01001G_030M","B01001G_031E","B01001G_031M"
"310M400US39300","Providence-Warwick, RI-MA Metro Area","48802","4275","24495","3025","3406","1183","2905","1039","2761","878","1941","858","971","583","2132","898","1496","677","1434","670","2088","889","2360","975","1491","664","1264","488","161","137","85","88","24307","2532","2472","690","2536","825","2213","715","855","532","1508","645","3888","1271","2285","698","966","399","2573","852","2016","653","1179","621","892","449","676","545","248","257"
"310M400US39540","Racine, WI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US25980","Hinesville, GA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US38660","Ponce, PR Metro Area","24138","3918","11503","2054","621","330","1378","609","801","439","679","482","463","261","428","299","398","413","690","355","945","427","1812","609","1306","471","1172","489","533","308","277","327","12635","2221","379","334","578","320","787","590","605","367","174","238","886","488","1084","449","1074","508","1693","475","1937","704","878","430","1394","572","1066","479","100","123"
"310M400US25940","Hilton Head Island-Bluffton-Beaufort, SC Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US39980","Richmond, IN Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US42620","Searcy, AR Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US48580","Whitewater-Elkhorn, WI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US16180","Carson City, NV Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US30980","Longview, TX Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US39020","Portsmouth, OH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US40340","Rochester, MN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","103609","8156","51445","4322","7327","1345","6437","1461","6720","1445","3410","890","1827","555","3926","1100","3107","1045","2782","978","5951","1302","4151","1094","3362","808","1673","578","512","297","260","420","52164","5031","8401","1561","5180","1146","6881","1500","4071","1158","2347","1125","3201","900","2570","683","3209","1060","5925","1254","4189","900","3581","1061","1577","614","467","314","565","523"
"310M400US42700","Sebring, FL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US14540","Bowling Green, KY Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US40080","Richmond-Berea, KY Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US17980","Columbus, GA-AL Metro Area","15569","3168","7108","2179","1235","849","1040","890","1509","867","363","322","185","325","819","443","298","310","211","222","764","691","411","374","34","64","137","201","0","198","102","161","8461","2047","1690","925","1018","804","1248","642","905","563","312","340","967","519","179","135","0","198","1481","732","72","165","401","287","188","256","0","198","0","198"
"310M400US10700","Albertville, AL Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US12700","Barnstable Town, MA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US13780","Binghamton, NY Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US23180","Frankfort, KY Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US24540","Greeley, CO Metro Area","9676","2106","4638","1200","1091","536","483","367","635","373","213","213","198","133","588","302","20","36","301","226","231","196","340","288","264","164","212","165","62","77","0","204","5038","1194","411","308","562","371","603","404","273","240","351","309","414","235","435","444","520","384","486","330","392","228","141","111","405","205","45","57","0","204"
"310M400US36780","Oshkosh-Neenah, WI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US43420","Sierra Vista-Douglas, AZ Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US44700","Stockton-Lodi, CA Metro Area","84541","8323","41006","4595","3379","1309","4124","1057","5962","1510","3079","905","1385","628","3594","1193","3704","1306","2912","977","4407","1290","3547","1004","3205","1010","1106","440","602","389","0","211","43535","4630","5871","1423","5449","1247","4549","1263","2926","854","1162","478","3827","1234","2555","881","3544","991","5257","1028","2777","1000","3546","1183","1157","479","885","384","30","60"
"310M400US24260","Grand Island, NE Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US31340","Lynchburg, VA Metro Area","8337","1717","4862","1167","965","562","783","390","261","225","84","141","219","222","274","327","306","278","299","262","624","345","345","357","337","309","365","422","0","206","0","206","3475","1057","947","658","284","275","0","206","105","176","268","212","362","229","105","144","68","86","366","363","348","253","497","441","37","67","88","146","0","206"
"310M400US11020","Altoona, PA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US28900","Klamath Falls, OR Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US47220","Vineland-Bridgeton, NJ Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US13980","Blacksburg-Christiansburg-Radford, VA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US15380","Buffalo-Cheektowaga-Niagara Falls, NY Metro Area","30700","3918","14234","2185","1697","639","2083","850","2622","938","1313","520","812","358","703","409","606","410","501","390","1698","629","1100","526","394","320","268","291","345","315","92","145","16466","2730","2024","923","2751","960","1870","738","1228","492","807","543","918","505","2164","1090","825","426","1821","852","959","405","470","267","523","402","0","201","106","164"
"310M400US18980","Cullman, AL Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US26090","Holland, MI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US28020","Kalamazoo-Portage, MI Metro Area","18198","2449","9439","1599","1722","706","1391","649","1684","690","365","279","253","174","1302","615","793","457","447","351","528","282","208","167","367","296","362","236","17","32","0","172","8759","1549","1180","496","1415","655","1119","547","302","194","304","342","1222","587","472","373","840","309","470","354","516","459","244","216","224","183","311","379","140","178"
"310M400US36660","Opelousas, LA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US37260","Palatka, FL Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US37860","Pensacola-Ferry Pass-Brent, FL Metro Area","22408","3650","12535","2472","2007","1158","1551","845","1935","1017","1084","884","535","401","1045","439","276","247","817","453","1558","912","726","492","547","333","385","336","32","54","37","59","9873","1869","603","398","811","701","905","578","675","446","319","292","1439","984","909","738","640","480","793","429","1310","644","855","433","220","223","394","184","0","229"
"310M400US38300","Pittsburgh, PA Metro Area","54405","5063","26340","2995","3135","945","3779","1005","4420","895","1306","621","943","476","1529","557","2621","880","1865","701","2414","816","1762","651","1753","711","676","348","87","104","50","62","28065","3481","4451","1148","4928","1160","3175","899","1369","521","1000","419","2249","664","3126","921","2274","789","2284","697","844","453","1014","442","682","410","333","244","336","322"
"310M400US38860","Portland-South Portland, ME Metro Area","11204","2149","5361","1114","662","374","832","448","600","519","170","158","78","80","332","280","583","334","221","326","880","555","572","393","249","368","0","170","182","181","0","170","5843","1603","570","409","431","364","623","359","137","197","89","99","332","272","269","232","477","326","609","408","380","278","1412","865","422","348","92","123","0","170"
"310M400US46340","Tyler, TX Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US37620","Parkersburg-Vienna, WV Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US47020","Victoria, TX Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US29340","Lake Charles, LA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US19260","Danville, VA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US28100","Kankakee, IL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US31940","Marinette, WI-MI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US35380","New Orleans-Metairie, LA Metro Area","27398","3831","14475","2270","1694","635","1607","737","2319","991","1311","609","43","79","1586","778","1348","666","832","345","1129","493","973","571","1187","518","139","157","180","175","127","152","12923","2204","1698","808","1617","590","2126","763","852","520","464","363","616","397","846","427","637","336","981","448","1247","538","764","380","504","234","464","412","107","128"
"310M400US37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","181744","10839","92322","6708","14902","2559","14118","2543","10671","2021","4657","1264","4574","1105","9164","1913","8143","1536","6183","1595","9011","1714","5143","1102","3161","882","1829","706","530","255","236","221","89422","6296","12595","2044","11644","1949","12163","1798","4743","1263","4364","1114","8447","1708","6045","1425","4260","1123","9162","1652","6743","1528","4892","1028","2695","883","1506","585","163","139"
"310M400US38340","Pittsfield, MA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US45860","Torrington, CT Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US48020","Watertown-Fort Atkinson, WI Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US16620","Charleston, WV Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US13460","Bend-Redmond, OR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US14740","Bremerton-Silverdale, WA Metro Area","22275","2364","12164","1655","1515","541","983","354","1801","605","272","198","315","267","2035","680","1033","559","771","397","1408","576","1084","545","575","278","241","133","131","159","0","204","10111","1656","1432","602","1595","679","1112","434","1011","412","106","148","1076","631","653","418","367","174","1001","524","455","275","793","259","495","265","15","34","0","204"
"310M400US16740","Charlotte-Concord-Gastonia, NC-SC Metro Area","70344","7576","33770","4777","5106","1299","4027","1172","4041","1151","2682","958","2421","1568","2627","1105","3134","1082","2215","1192","2443","835","2474","989","1279","491","982","536","339","267","0","198","36574","4308","5592","1242","4340","1400","4430","1352","1210","588","1973","860","3919","1139","3777","1253","1857","587","3879","1173","2088","693","2107","678","721","395","526","323","155","183"
"310M400US31300","Lumberton, NC Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US33780","Monroe, MI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","652825","22660","315390","13620","44108","4480","36442","3082","33418","3565","14884","2138","10373","1751","26491","2711","25858","2869","19528","2657","35393","3659","26648","2969","21022","3139","13194","1642","6664","1398","1367","557","337435","12903","46302","4344","30866","2979","32102","3059","15557","2101","9199","1641","25617","2830","27866","3271","24725","2639","41077","3599","28904","2701","25951","2796","19580","2397","7452","1398","2237","612"
"310M400US40260","Roanoke Rapids, NC Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US42340","Savannah, GA Metro Area","14318","3136","6705","1774","732","446","1509","1233","1225","666","285","228","24","43","508","560","140","193","251","264","841","513","512","361","623","420","34","48","21","36","0","226","7613","1921","796","511","789","513","1159","623","580","352","750","742","864","686","599","585","356","220","528","391","427","418","585","444","43","70","137","159","0","226"
"310M400US45300","Tampa-St. Petersburg-Clearwater, FL Metro Area","119160","8247","57220","5124","8053","1785","6947","2196","6093","1274","4697","1077","2617","911","4274","1133","4166","1205","2970","820","5086","1268","5742","1454","3064","963","1650","481","1612","744","249","227","61940","5780","7896","1902","7521","1786","6642","1610","3421","1069","2261","844","6139","1607","5578","1537","3428","1210","6201","1331","5074","1171","3260","779","2611","775","1221","826","687","424"
"310M400US10500","Albany, GA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US33260","Midland, TX Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US12580","Baltimore-Columbia-Towson, MD Metro Area","98483","8414","49016","4492","7119","1560","7023","1439","6083","1400","3564","1055","2004","736","3414","869","3614","996","3641","1275","5177","1056","3693","913","1776","617","1546","579","151","187","211","258","49467","4921","6139","1438","5841","1728","6744","1562","3986","944","1700","662","3186","1047","2985","895","3208","888","5915","1471","2892","858","3546","1007","2304","825","544","337","477","454"
"310M400US14460","Boston-Cambridge-Newton, MA-NH Metro Area","172586","10154","84478","5939","10862","1711","8523","1704","9505","1706","4878","1171","3266","943","7416","1337","6537","1534","5942","1429","9890","1868","9174","2047","5227","1299","2265","714","937","804","56","92","88108","6190","10213","1670","10109","1982","8697","1847","6185","1362","2440","802","8323","1502","6313","1489","6684","1362","11884","1720","6934","1374","5370","1261","3337","937","1434","798","185","205"
"310M400US14580","Bozeman, MT Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US29380","Lake City, FL Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US47300","Visalia-Porterville, CA Metro Area","17632","3554","8409","2145","1065","521","551","368","1503","869","835","531","532","364","705","569","884","509","185","156","667","512","446","352","468","255","410","317","158","101","0","211","9223","2229","1453","1033","1372","847","1584","1082","255","243","304","292","343","312","582","389","569","379","647","423","852","508","667","254","453","365","137","202","5","12"
"310M400US48140","Wausau, WI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US48620","Wichita, KS Metro Area","27105","4025","12724","2004","1780","607","1612","572","2520","878","960","409","455","293","1120","630","891","410","414","324","1426","764","475","335","723","364","137","137","211","213","0","177","14381","2587","1524","573","1513","471","2395","708","1044","599","829","449","1585","663","789","375","652","469","831","410","1777","815","668","284","180","150","582","489","12","24"
"310M400US24060","Glenwood Springs, CO Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US24660","Greensboro-High Point, NC Metro Area","21357","3173","9594","2055","1586","681","1433","667","1806","724","643","412","312","265","789","514","431","362","460","391","811","595","479","410","489","388","194","203","134","159","27","48","11763","1941","1514","680","1796","820","1115","523","931","585","588","440","624","691","842","464","749","435","1555","700","1131","540","361","270","520","471","0","210","37","78"
"310M400US34900","Napa, CA Metro Area","5847","1617","2388","819","372","251","334","301","222","215","306","332","51","84","279","234","115","143","125","149","195","204","98","103","53","94","238","168","0","211","0","211","3459","1118","422","413","147","142","332","275","0","211","44","73","318","255","389","278","274","167","263","241","643","367","331","280","235","188","61","80","0","211"
"310M400US47940","Waterloo-Cedar Falls, IA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US10380","Aguadilla-Isabela, PR Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US17900","Columbia, SC Metro Area","27018","4981","14262","3271","2222","1013","1556","642","1639","891","553","381","534","347","3245","1722","713","422","886","559","1547","985","356","262","375","223","574","459","62","111","0","214","12756","2392","2381","937","1678","878","1792","708","807","549","580","392","978","604","1282","591","521","314","1244","805","363","247","666","419","374","407","90","144","0","214"
"310M400US23540","Gainesville, FL Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US15500","Burlington, NC Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US34860","Nacogdoches, TX Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US45060","Syracuse, NY Metro Area","18429","2093","9627","1349","1548","455","1061","487","1929","712","269","198","560","397","680","439","816","468","519","257","1043","458","506","321","199","179","338","306","159","168","0","201","8802","1229","1333","457","1269","534","958","383","1020","435","300","158","1075","573","441","333","410","276","777","375","391","208","390","282","319","225","96","123","23","39"
"310M400US24220","Grand Forks, ND-MN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US40580","Rocky Mount, NC Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US15260","Brunswick, GA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US17780","College Station-Bryan, TX Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
